Config,Model,Recall,Precision
leakfree,LightGBM,0.8154205607476636,0.5813436979455858
leakfree,LightGBM,0.8113317757009346,0.5847600336794836
leakfree,LightGBM,0.8072429906542056,0.5880851063829787
leakfree,LightGBM,0.8015965732087228,0.590504876649455
leakfree,LightGBM,0.7973130841121495,0.5939086294416244
leakfree,LightGBM,0.7926401869158879,0.5971835118087135
leakfree,LightGBM,0.7866043613707165,0.599317608663403
leakfree,LightGBM,0.7825155763239875,0.6031817499624794
leakfree,LightGBM,0.7784267912772586,0.607321889715935
leakfree,LightGBM,0.7718068535825545,0.6091901029660366
leakfree,LightGBM,0.7667445482866043,0.6125369419816457
leakfree,LightGBM,0.7609034267912772,0.6153361675326721
leakfree,LightGBM,0.7552570093457944,0.6182658591010519
leakfree,LightGBM,0.7478582554517134,0.6198160400193642
leakfree,LightGBM,0.7431853582554517,0.6238966982674077
